x,value
0.3,3.3838637821202386
0.35,2.916320969188419
0.4,2.5679325461923663
0.45,2.2990327745697154
0.5,2.085829663443767
0.55,1.9131900489129512
0.6000000000000001,1.7710322012523758
0.65,1.6523834504500885
0.7,1.5522701614388486
0.75,1.4670526425779316
0.8,1.3940077799237387
0.8500000000000001,1.3310609185691324
0.9000000000000001,1.276606205202731
0.95,1.2293839879375996
1.0,1.1883951043528451
1.05,1.1528397788171159
1.1,1.1220733937098128
1.1500000000000001,1.095573545963582
1.2,1.0729163878965462
1.25,1.0537578613307497
1.3,1.037820046446614
1.35,1.0248806612264723
1.4000000000000001,1.014765070809988
1.4500000000000002,1.0073404948686753
1.5000000000000002,1.0025113040709845
1.55,1.0002162903754903
1.6,1.0004266091821217
1.6500000000000001,1.0031448301552173
1.7000000000000002,1.0084052423218586
1.7500000000000002,1.0162746291815046
1.8,1.026854682895403
1.85,1.0402848194323684
1.9000000000000001,1.0567472376072213
1.9500000000000002,1.0764729570563507
2.0,1.099750204768198
2.05,1.126935413165374
2.1,1.158467502887918
2.15,1.1948876131727268
2.2,1.2368638771560398
2.25,1.2852261157764788
2.3,1.341012464476059
2.35,1.4055339729383378
2.4,1.480465503408043
2.4499999999999997,1.567976211438139
2.5,1.6709215479622035
2.55,1.7931310735972683
2.6,1.939859058287599
2.65,2.118507010661174
2.7,2.339838787688333
2.75,2.6201263950596285
2.8,2.985180440186718
2.85,3.4785273838144213
2.9,4.179741135048533
2.95,5.251478896303771
3.0,7.086167311005693
3.05,10.933186264698342
3.1,24.04963838980513
3.15,-118.94509183481658
3.2,-17.130875447301868
3.25,-9.242561163675365
3.3,-6.339318223069235
3.35,-4.833207563006602
3.4,-3.9132656153064316
3.45,-3.294443142679853
3.5,-2.8507634234121815
3.55,-2.517951927730307
3.6,-2.2597825848387108
3.65,-2.054288035529783
3.7,-1.8873759393330978
3.75,-1.7495935185058245
3.8,-1.6343663883720583
3.85,-1.5369832868842204
3.9,-1.4539824843191904
3.95,-1.3827659751253205
