x,value
-4.0,-0.6536436056549398
-3.95,-0.6906510850202854
-3.9,-0.7259322954744005
-3.85,-0.7593990525637137
-3.8,-0.7909677069802415
-3.75,-0.8205593536501661
-3.7,-0.8481001240033103
-3.65,-0.8735209680445883
-3.6,-0.8967584697729686
-3.55,-0.9177545463962805
-3.5,-0.93645671775733
-3.45,-0.952818237458979
-3.4,-0.9667982096669386
-3.35,-0.9783616912966836
-3.3,-0.9874797793277185
-3.25,-0.9941296830258223
-3.2,-0.9982947808918218
-3.15,-0.9999646621937684
-3.1,-0.9991351529781004
-3.05,-0.9958082450132895
-3.0,-0.9899924374941464
-2.95,-0.9817021592882929
-2.9,-0.9709581329922917
-2.8499999999999996,-0.9577872140217276
-2.8,-0.9422223235447583
-2.75,-0.9243023662427958
-2.7,-0.9040721331060612
-2.65,-0.8815821895087695
-2.5999999999999996,-0.8568887488452083
-2.55,-0.8300535320437467
-2.5,-0.8011436133109229
-2.45,-0.7702313330368215
-2.4,-0.7373937723783723
-2.3499999999999996,-0.7027131173871404
-2.3,-0.6662760500907597
-2.25,-0.628173643006657
-2.2,-0.5885011314232995
-2.15,-0.5473576752947078
-2.0999999999999996,-0.5048461113398218
-2.05,-0.4610726959634375
-2.0,-0.4161468396389032
-1.9499999999999997,-0.3701808334145652
-1.9,-0.3232894765739678
-1.85,-0.2755901846191714
-1.7999999999999998,-0.22720205227352291
-1.75,-0.17824602703390796
-1.6999999999999997,-0.12884447521172748
-1.65,-0.07912087623323347
-1.5999999999999996,-0.02919951412317817
-1.5499999999999998,0.020794833049962717
-1.5,0.0707372049851851
-1.4499999999999997,0.12050277143250233
-1.4,0.1699671441645279
-1.3499999999999996,0.21900661135212013
-1.2999999999999998,0.26749878043422504
-1.25,0.31532233227471407
-1.1999999999999997,0.3623577360091431
-1.15,0.4084874297952885
-1.0999999999999996,0.4535961149168984
-1.0499999999999998,0.49757104416516884
-1.0,0.540302303791887
-0.9499999999999997,0.5816830883413602
-0.8999999999999999,0.6216100637700894
-0.8499999999999996,0.6599831998425112
-0.7999999999999998,0.696706738793651
-0.75,0.7316888843263899
-0.6999999999999997,0.7648421950399308
-0.6499999999999999,0.7960838022471799
-0.5999999999999996,0.8253356165714287
-0.5499999999999998,0.8525245227559225
-0.5,0.8775824652777777
-0.44999999999999973,0.9004470607421876
-0.3999999999999999,0.9210609777777778
-0.34999999999999964,0.9393727072699654
-0.2999999999999998,0.9553364875000001
-0.25,0.9689124213324652
-0.19999999999999973,0.9800666666666668
-0.1499999999999999,0.98877109375
-0.09999999999999964,0.9950041666666667
-0.04999999999999982,0.9987502604166667
0.0,1.0
0.04999999999999982,0.9987502604166667
0.10000000000000053,0.9950041666666667
0.15000000000000036,0.9887710937499999
0.20000000000000018,0.9800666666666666
0.25,0.9689124213324652
0.2999999999999998,0.9553364875000001
0.35000000000000053,0.9393727072699651
0.40000000000000036,0.9210609777777776
0.4500000000000002,0.9004470607421874
0.5,0.8775824652777777
0.5499999999999998,0.8525245227559225
0.6000000000000005,0.8253356165714283
0.6500000000000004,0.7960838022471796
0.7000000000000002,0.7648421950399305
0.75,0.7316888843263899
0.8000000000000007,0.6967067387936503
0.8500000000000005,0.6599831998425104
0.9000000000000004,0.6216100637700891
0.9500000000000002,0.5816830883413598
1.0,0.540302303791887
1.0500000000000007,0.49757104416516806
1.1000000000000005,0.45359611491689766
1.1500000000000004,0.40848742979528807
1.2000000000000002,0.3623577360091427
1.25,0.31532233227471407
1.3000000000000007,0.26749878043422415
1.3500000000000005,0.21900661135211932
1.4000000000000004,0.16996714416452743
1.4500000000000002,0.12050277143250188
1.5,0.0707372049851851
1.5500000000000007,0.02079483304996185
1.6000000000000005,-0.02919951412317913
1.6500000000000004,-0.07912087623323386
1.7000000000000002,-0.12884447521172787
1.75,-0.17824602703390796
1.8000000000000007,-0.2272020522735238
1.8500000000000005,-0.2755901846191719
1.9000000000000004,-0.32328947657396806
1.9500000000000002,-0.37018083341456565
2.0,-0.4161468396389032
2.0500000000000007,-0.46107269596343814
2.1000000000000005,-0.5048461113398226
2.1500000000000004,-0.5473576752947082
2.2,-0.5885011314232995
2.25,-0.628173643006657
2.3000000000000007,-0.6662760500907604
2.3500000000000005,-0.702713117387141
2.4000000000000004,-0.7373937723783726
2.45,-0.7702313330368215
2.5,-0.8011436133109229
2.5500000000000007,-0.8300535320437473
2.6000000000000005,-0.8568887488452086
2.6500000000000004,-0.88158218950877
2.7,-0.9040721331060612
2.75,-0.9243023662427958
2.8000000000000007,-0.9422223235447584
2.8500000000000005,-0.9577872140217276
2.9000000000000004,-0.9709581329922916
2.95,-0.9817021592882929
3.0,-0.9899924374941464
3.0500000000000007,-0.9958082450132897
3.1000000000000005,-0.9991351529781
3.1500000000000004,-0.999964662193768
3.2,-0.9982947808918218
3.25,-0.9941296830258223
3.3000000000000007,-0.9874797793277179
3.3500000000000005,-0.9783616912966837
3.4000000000000004,-0.9667982096669386
3.45,-0.952818237458979
3.5,-0.93645671775733
3.5500000000000007,-0.9177545463962803
3.6000000000000005,-0.8967584697729687
3.6500000000000004,-0.8735209680445876
3.7,-0.8481001240033103
3.75,-0.8205593536501661
3.8000000000000007,-0.7909677069802401
3.8500000000000005,-0.7593990525637129
3.9000000000000004,-0.7259322954744004
3.95,-0.6906510850202854
