x,value
0.3,0.3093362117145796
0.35,0.3650284728434147
0.4,0.4227932112619129
0.45,0.48305507889140614
0.5,0.5463025446140705
0.55,0.6131052096702568
0.6000000000000001,0.684136805200944
0.65,0.7602043946325063
0.7,0.8422884617353786
0.75,0.9315964922752972
0.8,1.0296385426818948
0.8500000000000001,1.1383326359072568
0.9000000000000001,1.2601580320990404
0.95,1.3983825960021024
1.0,1.5574077325074915
1.05,1.743315323851007
1.1,1.9647595537957427
1.1500000000000001,2.234496949844105
1.2,2.5721517287948825
1.25,3.009569952534367
1.3,3.602103094214057
1.35,4.455223299710668
1.4000000000000001,5.797883875099552
1.4500000000000002,8.238092647583715
1.5000000000000002,14.101419288305648
1.55,48.078469973469055
1.6,-34.232541285411266
1.6500000000000001,-12.599266796012023
1.7000000000000002,-7.696603329573963
1.7500000000000002,-5.520381066667144
1.8,-4.286262474059893
1.85,-3.4880603726455095
1.9000000000000001,-2.9270983215987076
1.9500000000000002,-2.5094754254245615
2.0,-2.185039778533905
2.05,-1.9245605033886584
2.1,-1.709846521015539
2.15,-1.5289797325229912
2.2,-1.3738230282349637
2.25,-1.2386275853620115
2.3,-1.1192136108488875
2.35,-1.0124663362906274
2.4,-0.9160142762019079
2.4499999999999997,-0.8280171818409245
2.5,-0.7470222982490691
2.55,-0.6718647584144093
2.6,-0.6015966128441324
2.65,-0.5354356539068627
2.7,-0.4727276239067232
2.75,-0.41291788381653327
2.8,-0.35552981196698724
2.85,-0.3001480583691196
2.9,-0.24640533736543996
2.95,-0.19397181485562948
3.0,-0.14254655328931964
3.05,-0.09184965621610117
3.1,-0.041616658820698885
3.15,0.008407537659845789
3.2,0.05847384361229557
3.25,0.1088340085904141
3.3,0.15974572161648343
3.35,0.21147796101628938
3.4,0.2643168412551463
3.45,0.3185722348224147
3.5,0.3745856298283182
3.55,0.4327389839273978
3.6,0.4934667049247329
3.65,0.5572695701796454
3.7,0.6247330171475571
3.75,0.6965508690796504
3.8,0.7735561174392421
3.85,0.8567631995197674
3.9,0.9474247098690924
3.95,1.0471107469993048
