x,value
0.3,3.5969625814949993
0.35,1.593782818729073
0.4,0.907156520177735
0.45,0.5960266726548719
0.5,0.41953388727218394
0.55,0.30264767189756725
0.6000000000000001,0.2180471972690676
0.65,0.15422633318408385
0.7,0.10550794661685163
0.75,0.06858905189633722
0.8,0.041257746736346114
0.8500000000000001,0.02188380570688573
0.9000000000000001,0.00919744428073447
0.95,0.0021798785382330424
1.0,0.0
1.05,0.001972312227447018
1.1,0.007526444057313676
1.1500000000000001,0.01618417305921428
1.2,0.027541957185560562
1.25,0.04125774673634613
1.3,0.057041169360459956
1.35,0.07464635039566607
1.4000000000000001,0.09386676608426195
1.4500000000000002,0.11453162324688267
1.5000000000000002,0.1365033712031466
1.55,0.15967601998926578
1.6,0.18397405137188902
1.6500000000000001,0.2093517236653565
1.7000000000000002,0.23579266726922538
1.7500000000000002,0.2633096937923689
1.8,0.2919447392396172
1.85,0.3217689973101796
1.9000000000000001,0.3528831505591625
1.9500000000000002,0.38541777099069113
2.0,0.41953388727218394
2.05,0.4554237690099094
2.1,0.49331183411993607
2.15,0.5334559772591846
2.2,0.5761490162546561
2.25,0.6217205064066235
2.3,0.6705388955775995
2.35,0.7230138548212764
2.4,0.7795992420635834
2.4499999999999997,0.8407961639945446
2.5,0.9071565201777346
2.55,0.9792868907365313
2.6,1.0578528799764417
2.65,1.1435834127830193
2.7,1.2372761256681424
2.75,1.339802422218662
2.8,1.4521131763912067
2.85,1.5752446969455836
2.9,1.7103252127005026
2.95,1.8585806692406863
3.0,2.021342590285092
3.05,2.2000545332645727
3.1,2.3962795528327945
3.15,2.6117077353869673
3.2,2.848164409063226
3.25,3.107616339049677
3.3,3.3921821365771376
3.35,3.704139028064686
3.4,4.045931515249747
3.45,4.420179803793353
3.5,4.829689311132728
3.55,5.277455642536986
3.6,5.766678186811906
3.65,6.3007657123973475
3.7,6.883345765221767
3.75,7.5182733542269276
3.8,8.209641567696057
3.85,8.961783123027653
3.9,9.779288837126082
3.95,10.667010067116658
